year,industry_code,classification,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
2007,62,NAICS,16365.240936875009,1586.45570615,1787.164933808333,9.694056520581471,10.920492650868344
2007,71,NAICS,2349.21418136666,175.61224459166675,204.78174795000007,0.07475361227989197,0.0871703177690506
2007,72,NAICS,9049.868179608326,188.29533734999993,229.35873323333325,0.020806416869163513,0.0253438763320446
2007,81,NAICS,5546.629317949987,165.53959353333337,189.07303297499996,0.02984507940709591,0.03408791497349739
2007,92,NAICS,6716.47148830833,2099.6223407833327,2299.8101307833335,0.31260794401168823,0.34241345524787903
2007,31-33,NAICS,15437.966829233388,1757.8723147,1875.908691808334,11.386682807034452,12.151267796845545
2007,44-45,NAICS,15035.438455983374,795.5972274749994,864.1850302083332,0.052914801985025406,0.05747654289007187
2007,48-49,NAICS,5814.282078750004,1671.1685581999943,1785.140462391662,0.2874247431755066,0.30702680349349976
2008,11,NAICS,1127.6107590499987,42.13416427500001,52.08058441666666,0.0373658761382103,0.0461866669356823
2008,21,NAICS,779.8441179916668,55.69102311666668,62.92421306666669,0.07141301780939102,0.08068819344043732
2008,22,NAICS,9320.292648950008,1682.5851604583336,1758.1300529333332,0.18052922189235687,0.18863463401794434
2008,23,NAICS,8088.753685008351,1331.0737852416687,1386.5941044333356,0.16455857455730438,0.17142246663570404
2008,42,NAICS,3643.6317363833396,193.63507399999997,214.409052875,0.05314342677593231,0.058844875544309616
2008,51,NAICS,3253.4266088166664,432.74442780833334,470.9820929583332,0.13301189243793488,0.14476493000984192
2008,52,NAICS,6683.137056716654,119.61876204999996,152.6899259083332,0.017898594960570335,0.022847043350338936
2008,53,NAICS,2202.61172925,89.01826896666668,102.39116934166663,0.04041486978530884,0.046486254781484604
2008,54,NAICS,7440.987402558337,127.31419657499993,166.02797749166663,0.01710985228419304,0.022312626242637634
2008,55,NAICS,4907.943091650006,210.98063479999993,253.00238020833322,0.04298758879303932,0.051549576222896576
2008,61,NAICS,12897.806588908328,4408.527246433344,4956.641497275005,0.3418044149875641,0.3843011260032654
2008,62,NAICS,16909.746395174887,1651.9219483499974,1846.477545633331,9.769052177041313,10.919605193843795
2008,71,NAICS,2415.781576516661,174.12257699999992,201.45098386666666,0.07207711786031723,0.08338956534862518
2008,72,NAICS,9193.495805941711,238.71432499166664,265.8865019583334,0.02596556581556797,0.028921153396368027
2008,81,NAICS,5628.15643962504,183.35147987500014,210.26741187500008,0.03257753700017929,0.03735990822315216
2008,92,NAICS,6777.285122941668,2235.959472924995,2441.15943328333,0.32991963624954224,0.3601972460746765
2008,31-33,NAICS,15239.030854175027,1746.166507149998,1888.1284873999991,11.458514152634596,12.390082449913209
2008,44-45,NAICS,15104.893354191563,794.1520879249998,896.9540474166657,0.052575815469026566,0.05938168615102768
2008,48-49,NAICS,5851.495420600011,1710.8927007583318,1820.9812666083333,0.2923855483531952,0.3111993074417114
2009,11,NAICS,1100.5331773166665,21.72898419166667,26.717375366666662,0.01974405162036419,0.02427675575017929
2009,21,NAICS,664.2173828749999,56.670495108333334,62.603290408333336,0.08531919866800308,0.09425120800733566
2009,22,NAICS,8303.312603166687,1486.4292660916683,1557.7378404083345,0.17901641130447388,0.1876043826341629
2009,23,NAICS,7066.010495691697,1130.5084792666664,1180.0274729499995,0.15999247133731842,0.16700053215026855
2009,42,NAICS,3398.72983472501,169.33000429166668,187.5209713583333,0.049821555614471436,0.0551738403737545
2009,51,NAICS,2986.863992450006,306.09451659166655,342.3874545166666,0.10248023271560669,0.11463108658790588
2009,52,NAICS,6326.844367041662,110.63908186666663,146.59293480833327,0.01748724654316902,0.023169992491602898
